message,created_time,above,active,alive,arts,vegetables,beautiful,big,blue_collar,career,cheap,children,closed,community,cool,culture,descriptive,design,innovative,responsible,appetizing,ecological,emotionally_stable,evaluating,expensive,extroverted,family,fascination,female,friendship,functionality,healthy_positive,healthy_restrictive,winner,flavor,kind,lifestyle,loyalty,funny,male,mental activity,modern,music,music_genres,musical_instrument,sustainable,natural,new,diligent,performance,pleasant,bargain,polite,positive,power,practical,protective,likeable,safety,science,see,show,sensual,sport,sporty,appealing,teaching,technical,open,traditional,individual,heritage,trendy,trust,trustworthy,uniform,easy,valuable,warm,white_collar,young,social justice + migration,social justice + dairy free vegan,values,url
Ist das der hässlichste Weihnachtspulli alles Zeiten?? JETZT auf meinem YouTube Kanal :),2017-12-14 23:34:50,0.1509356668991906,0.22038751563329484,0.30561690177346873,0.16245487153685956,0.10391813162228704,0.20818910772589047,0.23485999857622475,0.05665522838253461,0.07992713124265449,0.02971725371307872,0.1055872495287399,0.2029379018047784,0.15250767928427747,0.1419537217286043,0.2549202419813563,0.21289099949455406,0.1410375166972931,0.08539594956069199,0.12523217880680698,0.07825903571828911,0.18076887661837215,0.22272511927834596,0.1275261950233477,0.152140815585814,0.0964845956617248,0.16243461798779993,0.23990973637538626,0.15791236865052616,0.2789773016473205,0.04309204017258925,0.03416871446352601,0.1191620970319648,0.1539897892729879,0.16546840124697185,0.2291464728448163,0.2830407440928833,0.12613416582228576,0.2431055602859579,0.18702936798667447,0.19075977221682572,0.2986027564979304,0.1689909152644932,-0.07394052667523474,-0.002800359798728165,0.10701167570682778,0.24198494699168066,0.20599088989740874,0.10794194369866728,0.21822567897644607,0.2644372416689918,-0.056517428788939235,0.20865732844130655,0.09065743576788927,0.23159078141322015,0.16153495480867058,0.16001480989501224,0.22065921915741651,0.025648800842646383,0.1565609464834071,0.3527568002502954,0.17031011497520726,0.1733260093898528,0.0019102651012528195,0.14801779259758838,0.2424236771069431,0.14603798950576474,0.12133154442664502,0.2253372823384533,0.3165948494666848,0.2547919597600338,0.26740796705230196,0.234827103427603,0.15913292427631048,0.19068898439284468,0.16229611641398906,0.14282483972483334,0.1960411434726397,0.20898498284003766,0.012815608201446702,0.2460863682731894,0.1505969824732792,0.1934356638002967,0.22147020095968345,https://www.facebook.com/search/str/Ist%20das%20der%20hsslichste%20Weihnachtspulli%20alles%20Zeit%20ben%20jerry/keywords_search
Meine Mama durfte mich nach JAHREN wieder komplett einkleiden! 3 Outfits von MAMA hehe https://youtu.be/BEX1QzjyeAE,2017-11-06 21:19:49,0.2224220570331203,0.25959156725028115,0.03493487789666877,-0.05090574441855119,0.21683009076899226,0.4590022605205153,0.11564023437729375,0.07082721059908448,-0.06997905544528481,0.06346412160648729,0.3791435107997249,0.19396988638279428,-0.07408869895964043,0.4046929344653625,-0.005493551913104224,0.0536693932277986,0.14389806083218706,-0.012719096290827769,-0.032573399102527836,0.21026146633181936,0.026472564761834363,0.2691719392815203,-0.047586891537592775,0.1345488418379564,0.14574032909535758,0.3332470097367915,0.16259948987689635,0.4269626204132436,0.2684194206326676,-0.029789774594639225,0.1369096053976375,0.09914260317087108,0.04797368811224472,0.2935875954306865,0.2327859146615036,0.18534739507022654,0.07955342338594729,0.3414852016213262,0.2653149161396244,0.05087225189130962,0.01351179710075498,0.18184884244244534,0.08446919175351034,0.03826711572944472,0.04681656283085022,0.19295730365061387,0.15602993486257613,0.19471566436836849,0.12433911893925488,0.3694595740067151,0.09083782698195852,0.19880220839028084,-0.03761459112434881,0.03150521108992538,0.05725070341141336,0.09222461236779213,0.28562969545095634,0.051149345666660594,-0.0979452743339856,0.1302789910510435,0.1320822799704739,0.26723895014864385,0.04629672152323573,0.2483442055513358,0.2543880556350877,0.06991182690876607,-0.051158114994361466,0.1561199563837098,0.11817460233566353,0.11616359873262495,0.07748790687265808,0.40464861502593097,0.058941731733001414,-0.023252026753856892,0.05767905265968186,0.22018264969400775,0.2241461949224879,0.22793650673761826,-0.10438033559102343,0.33298420231361064,-0.1046791903382262,0.0605942057132494,0.10102902592163442,https://www.facebook.com/search/str/Meine%20Mama%20durfte%20mich%20nach%20JAHREN%20wieder%20komplett%20ben%20jerry/keywords_search
HAPPY HALLOWEEN! 🧙‍♀️🧟‍♂️ Zur Feier des Tages gibt es eine drastische Styleänderung zur DRAG QUEEN https://youtu.be/xM58ENCY-I8,2017-10-31 22:41:32,0.17619849497564924,0.17463448206353674,0.04646455258902299,0.08931465246586619,0.1502647111503254,0.2144327204108163,0.12227122011726445,-0.013688002096789914,-0.17009200734420346,0.006330125021419682,0.13201503765293646,0.13541987826492305,0.0014546051680006929,0.25348757007246103,0.08811636618844962,0.0991162667870194,0.010400196555728531,-0.019325821933035458,-0.04070912588192578,0.1602983891461241,0.015343723530288966,0.2096947314723145,-0.009267837010949471,0.10669678833016534,0.07722444609820864,0.2128644233629064,0.0951170370461024,0.1683527606772693,0.18571076974721026,-0.05379972233965556,0.05291550830938257,0.1251127547061351,0.17396653109352506,0.2167037824473045,0.2067699704370731,0.1624549710907298,0.05555631622201298,0.26009770706102664,0.11110742476574187,0.09180424819365897,-0.011395007956033041,0.279806037007019,0.2343184528531791,-0.0401316113977284,-0.0011540150095681757,0.09849536532695136,0.059791949787509936,0.15866306075308087,0.2944576378586599,0.24926134374088926,0.06938875389326872,0.17168070065103794,-0.013569595488567406,0.05545398561020258,0.008122586024792522,0.09273815027173743,0.17994816160445154,0.018737523117249508,-0.02257866858596673,0.31032198705800657,0.3057044828477449,0.1818498161181123,0.002114217950021552,0.08266562130564996,0.22658661432550484,-0.002146686802647053,-0.08778237657612115,0.1082815569200478,0.1272560174850351,0.20197505625591736,0.11603545276371607,0.16756198426554889,0.007442268246613414,0.01767049861325779,0.07837768077006828,0.09584544483575326,0.18283093396672806,0.2132997535415567,-0.10577982540763704,0.15645502674676973,-0.01568483087730028,0.019087859531334368,0.11181843951531913,https://www.facebook.com/search/str/HAPPY%20HALLOWEEN%20%20Zur%20Feier%20des%20Tages%20gibt%20ben%20jerry/keywords_search
"‪Ich habe es wieder einmal gewagt: Ein Halloween Schmink Tutorial 🎃‬ ‪Was dabei rausgekommen ist, sehr ihr hier 🙈🙈🙈 https://youtu.be/1Uh5UJk8G-Y‬",2017-10-24 19:33:16,0.18161280281019124,0.0912086321905676,-0.0011187619280424506,0.0029636764890435467,0.07059354206354408,0.16947411418783395,0.0711256830864711,0.0859996375344313,-0.2636515723972799,-0.021250591719408973,0.08833146332372566,0.15428162236422555,-0.14903794472837353,0.1379198948243756,-0.1349670056510416,0.01563817711014627,0.035065761469116954,-0.029975398904619525,-0.10704268307814263,-0.008227437585565434,-0.01855079413180634,0.1198091790538535,-0.044315982992119606,0.04780839772694005,-0.09068867499038087,0.0009973046777820686,0.06771115051662142,0.034904544517942324,0.015281704235392218,-0.06149197316805729,0.02563653443098265,0.04217002716918467,-0.015264092386755763,0.09628780303795458,0.03308324264338447,-0.0610562332773054,-0.11597270354248633,0.1968839718264744,-0.02395589308500429,0.010496220436961818,-0.1311410778862826,0.13693149180875322,0.0872675217027321,0.054991280287437966,-0.06065210998790069,0.08727852724230611,-0.00880477364181647,0.12306025099231792,0.08101512993782754,0.04737289961752987,0.0111933642425882,0.0922487518468416,-0.06423293136572679,-0.003279426060536832,0.014053925379179013,0.06739938526383621,0.01447085393461616,0.0048900839027581815,0.0016031871913884453,0.08091659599496652,0.06736512017440548,0.061787400514446415,0.009188372510618856,0.02070337877733408,0.04543315987635958,0.011355447669777904,-0.05495351662188444,0.05501614409741607,-0.004792536362460124,0.01840872684082484,0.01437952572242046,0.11864471971411962,-0.03613011786175301,-0.09246990579218664,0.038127779122508636,0.060025780671076515,0.00018856153293916967,0.11523963432995965,-0.17626530708761706,0.11227150595031124,-0.14122797631448838,-0.006257223547749131,0.0598782371280529,https://www.facebook.com/search/str/Ich%20habe%20es%20wieder%20einmal%20gewagt%20Ein%20Halloween%20S%20ben%20jerry/keywords_search
"Teile dieses Video und verlinke alle deine Freunde, die was in der Welt bewegen wollen! Die gesamten Einnamen dieses Videos gehen an das Projekt ""Sport treiben, im Leben siegen"" der Kindernothilfe in Rio De Janeiro! Ich habe das Projekt vor Ort begleitet und zeige euch wie das Leben der Kinder aussieht: https://youtu.be/Iz8DQkW6-Qw",2017-10-22 19:42:27,0.3015642724999971,0.4951774084526614,0.5228425698401566,0.3996906961185186,0.2339423013684804,0.4018452793681001,0.400364148931764,0.051181766369350984,0.2535527626906495,0.06821400431870203,0.3987437369811968,0.2701367364944982,0.4619175606084736,0.3537155620928366,0.5159792039323282,0.5023238016687995,0.2908221147131671,0.1797975727311622,0.3720230977174159,0.26522504413276715,0.4023008882222947,0.3994462801753185,0.2678924429962463,0.2263320796285256,0.3277764198633976,0.5179625242124223,0.5422052156726977,0.4486981817510233,0.4352780115762724,0.13124092371675689,0.201936899056676,0.2620499165515708,0.28641795247117824,0.3164689608629955,0.4406041577711521,0.6363374612522661,0.3352178748682391,0.3114242120595825,0.3666724333812496,0.4715309500309461,0.3988569133301399,0.2722120771465327,0.025882800457816088,0.06332596855259694,0.3313235273919405,0.434719163428052,0.3150191756561748,0.2413041763317937,0.2992508603834377,0.6075395084554014,-0.07531255476545465,0.4378787755068291,0.2193373360340263,0.3864134042482052,0.37355619001048745,0.2783237435634178,0.5345786762504939,0.09885030387534582,0.25766328590661536,0.5151740800347797,0.2368814876095109,0.4479039550994216,0.20610712513123744,0.4966027034335352,0.4679077498190562,0.4249317275361897,0.2020177566089759,0.4676594953017935,0.4198118932029206,0.4982440629115788,0.3378595899715003,0.3822662833386615,0.38990915857946334,0.3638632307875958,0.3303880864613373,0.2649452635717116,0.4089316205812011,0.5427493754408114,0.15775022631915606,0.4503982727075823,0.3562313158861363,0.4290744407683793,0.4354068355931435,https://www.facebook.com/search/str/Teile%20dieses%20Video%20und%20verlinke%20alle%20deine%20Freunde%20ben%20jerry/keywords_search
Wir testen brasilianische Snacks und Candys 🇧🇷 Mirellativegal youtu.be/W9Lgg3DhzWE,2017-10-19 22:11:41,0.13589280503829995,0.18151251456844356,0.10748931730829668,-0.0732138793491552,0.21833758671557085,0.13822894093457294,0.028275097630006782,-0.046783478455279366,-0.009200345793694322,0.044712206901088604,0.07026912818648838,0.0997118180179807,-0.00706093347557992,0.2266106647127394,0.04468510561823007,0.11152426205428348,-0.008730136003296616,-0.059740126321996524,0.07348244548244078,0.4058649653040457,-0.02829788572460458,0.11172228178569063,0.10787348067585724,0.10631255440802924,0.1522645183345435,0.02810385012645084,0.12357967831750648,-0.017438062943804306,0.05117053816519768,0.03541887791796218,0.2313632962670764,0.3786583773126043,0.14325500435431734,0.2696818767703121,0.11825250459220482,0.02651260622577371,0.05410645935637685,0.09015373916580248,-0.07412418775713517,0.13019264231516472,0.0558164952077545,0.09454034513327167,0.08390536418808582,-0.0432383851270338,0.1458887036341962,0.1315752051580855,0.08176323340583047,0.1518907770432776,0.09148583778520178,0.15351318170054612,0.1416424534710361,0.09716041170202698,0.13964748105679392,0.04271884565358666,0.11453076802775873,0.1138187260918024,0.18592092680735306,-0.004827142139167389,-0.0010995897436188056,0.12474142685301655,0.016470181384668513,0.1108055366403831,0.0586229088622166,0.2195134122977194,0.13207061393842806,0.06350307386667024,0.02228731692185765,0.11833448460796665,0.06521234132510494,0.1786422569797111,0.10785760622988387,0.14293386185512716,0.04478884942464299,0.05296108594429196,0.008838962623108931,0.17561649172749774,0.1542358849679317,0.13733521432694448,-0.16833915185213538,0.1341506211988256,0.012541198258480421,0.19151993003692105,0.07851691651661502,https://www.facebook.com/search/str/Wir%20testen%20brasilianische%20Snacks%20und%20Candys%20%20Mir%20ben%20jerry/keywords_search
Weil so vielen der #ClickbaitSong gefallen hat: hier eine acoustic Version MIT GANZ VIEL AUTOTUNE! Das scheinen alle besonders gemocht zu haben an meiner Ersten Single :D  https://www.youtube.com/watch?v=R6H8INaYGCw,2017-10-12 19:07:07,0.19612101663628084,0.1234019928895774,0.1837635944492664,0.0152047229901339,-0.01689457610298493,0.14004531962503536,0.2278294997872534,-0.17415189918293447,-0.17529190743181103,0.04765049182702855,-0.02474864923644579,0.2151987626700098,-0.017526414259261436,0.18995821557434744,-0.09115094717452768,0.24043350336611774,0.2452663350199843,0.1763569415524805,0.05523556959780608,0.03791971383962498,0.0914141544606597,0.21569548728867116,0.10283423408440943,0.1741908412691599,0.011915988774946169,-0.04283846600097147,0.12373115195437145,0.0418159344516989,0.0732746662163354,0.2341579658011988,0.0667414239562048,0.1338995389338246,0.0053980163450589504,0.13235292200493684,0.19590729811168608,0.07229077553140886,0.044733110842710734,0.1470440983354366,0.10562277873860987,0.12095567150125,0.1006938962659601,0.4351000191136808,0.3080361661867977,0.1601822676525542,0.07384017502838948,0.2954999798573252,0.09327550198952614,0.0589818973814189,0.3402881454482647,0.054188107093613984,-0.08505261361133408,0.2762810199938245,0.1156544120077477,0.11747037756011425,-0.01891876784116487,0.11242553523313477,0.16964538461959058,-0.02689509557213018,0.08524359394391129,0.2963013977074636,0.1977154493999428,0.26564043046168506,-0.04805693264433651,0.07975252147484801,0.2285610832742116,-0.045716138565853284,0.14314896643335592,0.08114234927048619,0.12581619659186294,0.20068625904534007,0.18584905878946384,0.15805337922102347,0.06835037134981634,0.13508023821914353,0.07126448959373675,0.1541535313302354,0.11874104080140647,0.11334190987230505,-0.08122117097059818,0.1964612465312585,-0.05445200464197022,0.017298761048082912,0.22683911662251946,https://www.facebook.com/search/str/Weil%20so%20vielen%20der%20ClickbaitSong%20gefallen%20hat%20hi%20ben%20jerry/keywords_search
"Es gibt seit langer langer Zeit, passend zum Song, endlich mal wieder Merch von mir!  Schaut mal bei https://www.kellysclickbait.de vorbei! :) sind echt schöne Sachen geworden!",2017-10-07 17:51:31,0.5629769523081639,0.4065057140711832,0.3842365254917041,0.14770160950882186,0.32903105307762404,0.6845638917726076,0.4405539375259574,0.06772025734528939,0.11054074674808402,0.1973946686421414,0.2336326398741965,0.42348282499903495,0.10507084913708946,0.6019940821015418,0.164523492077655,0.4184157957870729,0.23352717024776726,-0.015607740244528325,0.28126116608428176,0.4613169498744839,0.24654476308363235,0.4881762227347645,0.29308679773720386,0.3870922530226629,0.314835977170133,0.3371700317731001,0.4275037950166221,0.3768315032823693,0.4136957607284066,-0.006591219034129971,0.13960474694524486,0.2949436129025048,0.2450563527072537,0.4785188450296214,0.5412546460289229,0.3190613370974068,0.1873312189504051,0.4671147717606121,0.2761955400254053,0.2797183473954041,0.260619788685083,0.3153893676109358,0.016993800421930626,0.13943653451828125,0.21210736038296152,0.5731264215090002,0.355094454138887,0.4100146291837655,0.2614793607761908,0.5856891372183829,0.07578839676792337,0.5130730985781642,0.22789027088172015,0.17340515837966386,0.3598241671658001,0.4342644038500285,0.627677347835021,0.14947548904713429,0.01740650054373167,0.4516942890939855,0.16269251471494725,0.5051124497381272,0.03313385290169993,0.3548545803204563,0.5700424473190044,0.22538848438592055,0.07112049168621873,0.37211196136559227,0.35023227742855834,0.5562214932311115,0.3698078958902565,0.4914040858721109,0.2916084629014348,0.19558567722680395,0.2950884286283919,0.4530018573277997,0.4185557851503444,0.465196135770034,0.025057040598345542,0.3921618202772,0.05246477914549411,0.17774211745433555,0.41002043553480805,https://www.facebook.com/search/str/Es%20gibt%20seit%20langer%20langer%20Zeit%20passend%20zum%20Song%20ben%20jerry/keywords_search
"Mein Clickbait Song ist ENDLICH raus! Guckt euch das Video an und verlinkt hier jemanden, der im Reallife Clickbait macht! Manche Leute erzählen Dinge einfach EXTREM SPANNEND. Kennt ihr so jemanden? 😂😂😂 https://youtu.be/pA1e7HeOlOM",2017-10-07 17:07:17,0.515456776571137,0.4038594667152937,0.4372207973132857,0.19138274544965128,0.21391720127028294,0.5149472370295483,0.38846037973708136,0.07479701698492608,0.1058689294275062,0.11919945126047675,0.21580117891115072,0.4915923447446015,0.13002251208834514,0.5567524800807954,0.16338394684125265,0.4829429500230417,0.24278255826742254,0.04331932864163207,0.29325954103124235,0.32590736004477017,0.2160038614228987,0.5377126158111653,0.2435878020715827,0.32530196256597405,0.2838409873395793,0.2830632294083453,0.455841225496034,0.320192801405169,0.4660428948089442,0.0706434604856532,0.16353303761116014,0.2810877781466721,0.1711771796624761,0.446079105049621,0.4762565202777969,0.3701174010403702,0.19894137112974775,0.5412917555380419,0.30078859624759074,0.3513453446457787,0.21658864777443995,0.3672076655148832,0.030773422268593024,0.0804503370182158,0.20726139982922367,0.5545709475015117,0.2459615717544492,0.3621175680360166,0.28646605788444673,0.5011647180313137,-0.07542789117326232,0.5254154642530217,0.25654157165423963,0.22378662835520452,0.34644832041376605,0.40165837029772217,0.5528858964449103,0.0690856275103141,0.13488822638548376,0.441625800021161,0.1939454578905428,0.4840926662935602,0.02288304443874108,0.3064604368238914,0.4222419970103928,0.2627624205045309,0.12618260025083258,0.4162541270160712,0.2845792100746905,0.4689555761267432,0.36495747908780013,0.388254067552078,0.33288803530632755,0.2821513212135236,0.27363792033215084,0.4296068047536605,0.3611186485443038,0.4135008563847152,0.04015398225647245,0.35570473842240863,0.1253185850355182,0.25503178406861515,0.452613759118191,https://www.facebook.com/search/str/Mein%20Clickbait%20Song%20ist%20ENDLICH%20raus%20Guckt%20euch%20d%20ben%20jerry/keywords_search
‪Der YouTubeDE vs Kelly Monat ist vorbei! Wer hat gewonnen? 😳‬ ‪+Verlosung📱https://youtu.be/3OTIJJASA1E,2017-10-04 18:35:21,0.2775962991513653,0.14700161173941795,0.0349928359275142,0.10824228850644498,0.17513154114330726,0.1517557126679138,0.10127738568751944,-0.06488114957529784,-0.16296735971846926,0.05603283162487135,0.07343263114019333,0.10142916201711903,0.02542932924595632,0.14524330978078268,0.07660935246289878,0.04237517498177423,-0.06734285300322543,-0.07268672190582141,-0.034737188017357964,0.09940846157765948,0.003122597945466011,0.2658877410480497,0.06763552683900524,0.11174384108574556,0.050571377220131664,0.11736212904635213,0.14761525822502794,0.13450760039126852,0.2366874906883183,-0.09119806471831196,0.06502950896553462,0.18369676629354406,0.5353066160332816,0.20440982947731776,0.154631256189983,0.12426946763936085,0.1492712131811982,0.1957929574922392,0.12228480222974936,0.09546129634586507,0.010625084783898456,0.1749859915271536,0.10296697539988588,0.06412111373540327,-0.012489447610276188,0.07039188083689672,0.11779382281217315,0.1483727182048365,0.1554941271215148,0.2819739917025626,0.2290247216012469,0.19206403676127892,-0.002581444114071585,0.1486532916145703,-0.011169704682986436,0.06027584237367903,0.2148180822712783,0.027415258975265998,0.018443036892678115,0.2326167343538063,0.1913544235090622,0.1222495300417169,0.06464666833637372,0.11537744662985115,0.10617397668562853,0.05757206583172464,-0.0865514527410719,0.0861711429096241,0.08099073782112409,0.17052533798248742,0.02571974422960259,0.16601946505723142,0.06018336286408716,0.014711324270759447,0.034324398393181216,-0.0007659908569792482,0.19614393350397846,0.2106652104612281,-0.0674147283514721,0.18395182123880416,0.06674440193118704,0.13203591427765407,0.08509499460880762,https://www.facebook.com/search/str/Der%20YouTubeDE%20vs%20Kelly%20Monat%20ist%20vorbei%20Wer%20hat%20%20ben%20jerry/keywords_search
