,created_time,message,success
1083,2017-03-25 20:55:41,"Eine Umfrage von EU-Agrarkommissar Phil Hogan setzt die Agrarindustrie unter Druck: Er möchte von den Bürgern wissen, welche Form der Landwirtschaft sie in Zukunft unterstützen wollen. Bis 2. Mai kann jeder seine Stimme abgeben",580.0
1012,2017-05-06 23:03:18,"Seit Sonntag gibt es eine neue Partei in Deutschland: „Demokratie in Bewegung” ist sozial, nachhaltig und weltoffen, und will mit einem digital-partizipativen Modell mehr Beteiligung für die Bürger möglich machen",372.0
514,2018-02-06 00:01:00,Film-Tipp: Für viele besteht das Leben aus einem Teufelskreis aus Arbeit und sinnlosem Konsum. Wie kann man es schaffen aus diesem Sog auszubrechen?,306.0
1071,2017-03-31 20:32:30,"Nordrhein-Westfalen will im großen Stil gegen Lebensmittelverschwendung vorgehen. Dafür nimmt das Land die Bundesregierung in die Pflicht, die ein umfassendes Gesetz ausarbeiten soll",204.0
1026,2017-04-30 21:32:06,Wie gelingt der Wandel zu einer ökosozialen Gesellschaft? Ein Interview mit Forscherin Luise Tremel in der aktuellen Ausgabe des enorm Magazins,203.0
1210,2017-01-01 15:01:38,Wir wünschen ein frohes neues Jahr 2017 und starten mit guten Nachrichten aus Finnland Mein Grundeinkommen,180.0
1152,2017-02-12 14:00:06,Vor dem Tod ein letztes Mal das Meer sehen? Das ermöglicht Der Wünschewagen des Arbeiter-Samariter-Bund. Das Projekt stößt aber auch auf Kritik,164.0
446,2018-02-28 00:00:59,"„Kinder von Palau, als euer Gast verspreche ich, eure einzigartige Heimatinsel zu schützen.“ So lauten die ersten Worte eines offiziellen Versprechens, das jeder Besucher der Insel mit einer Unterschrift im eigenen Pass besiegeln muss",151.0
839,2017-08-16 21:38:55,Nun kann man das VinziDorf-Hospiz auch online unterstützen,147.0
439,2018-03-02 00:00:06,"Ein Ehrenamt macht nachweislich glücklich – das haben Forscher herausgefunden. Doch nicht jeder hat die Zeit, sich langfristig zu binden. Diese Freiwilligenagentur informiert Menschen, die sich kurzfristig in einem Ehrenamt engagieren wollen, über Whatsapp über aktuelle Möglichkeiten",145.0
