,created_time,message,success
965,2017-06-03 12:41:31,"Acht, zehn oder mehr Stunden im Büro  an fünf Tagen in der Woche? Das ist heute für viele Menschen kein erstrebenswertes Lebensmodell mehr. Wir stellen acht Unternehmen vor, die es anders machen",866.0
847,2017-08-13 13:01:38,Unser Doku-Tipp für den Sonntag: Wie der weltweite Abbau von Sand zu einer ökologischen Katastrophe wird,665.0
1010,2017-05-08 16:01:14,"Der Anbau von Avocados sorgt für Wasserknappheit und massive Abholzung, besonders in Chile. Deshalb verkaufen einige dänische Supermärkte keine chilenischen Avocados mehr",660.0
1083,2017-03-25 20:55:41,"Eine Umfrage von EU-Agrarkommissar Phil Hogan setzt die Agrarindustrie unter Druck: Er möchte von den Bürgern wissen, welche Form der Landwirtschaft sie in Zukunft unterstützen wollen. Bis 2. Mai kann jeder seine Stimme abgeben",580.0
1133,2017-02-25 17:15:41,"Weil unsere Kleidung größere Auswirkungen hat, als wir denken: So gelingt der Umstieg auf Slow Fashion",504.0
207,2018-05-11 00:30:17,Darum: Achtet auf einen bewussten Palmöl-Kauf!,442.0
1085,2017-03-25 14:00:00,"Dank Mundraub haben wir nun kein schlechtes Gewissen mehr, wenn wir wild in der freien Natur Obst pflücken",442.0
914,2017-07-02 00:33:49,Die Bioproduzenten kommen kaum noch mit der Produktion hinterher. Deshalb hier noch einmal ein schöner Beitrag zum Thema Billig-Bio bei Discountern,434.0
391,2018-03-16 13:52:28,"„Ein Waldbesuch wirkt schon nach wenigen Minuten. Der Puls wird ruhiger und der Blutdruck sinkt. Waldbesuche sind eine sehr gute Art, um mit Stress umzugehen.“ Wald auf Rezept – in vielen Ländern bereits möglich. Wie genau der Wald uns Menschen hilft, erklärt Waldforscher Dr. Peter Mayer im Interview",372.0
1012,2017-05-06 23:03:18,"Seit Sonntag gibt es eine neue Partei in Deutschland: „Demokratie in Bewegung” ist sozial, nachhaltig und weltoffen, und will mit einem digital-partizipativen Modell mehr Beteiligung für die Bürger möglich machen",372.0
