,created_time,message,success
0,2018-07-09 19:57:48,"Hui, jetzt kommt Schwung in den Laden! 🤹 Nach Lidl letzte Woche folgt heute der 🍎🍐🥕🍅 #EinwegPlastik-Move von Coop. 👏Viele von euch haben die Grossverteiler direkt kontaktiert oder die Petition von OceanCare unterschrieben. Und wir haben den Druck mit unserer Umfrage an die Grossverteiler noch ein wenig erhöht. Zusammen bringen wir auch noch die Migros dazu, vorwärts zu machen, oder?",4486.0
332,2017-05-23 14:52:17,Wir gehen vor Gericht! Setze jetzt deinen Namen unter die erste Klimaklage: www.klimaklage.ch,3302.0
14,2018-06-27 19:39:32,Hast du die Schnauze auch voll von Plastik? 😖 Share! 🌍❤,1939.0
9,2018-07-01 14:00:02,"Ölfirmen wollen neue Pipelines in Nordamerika bauen. Dadurch werden Menschenrechte der indigenen Völker verletzt. Die Credit Suisse und andere Banken finanzieren solche Geschäfte. Fordere von den Banken, keine Pipelines mehr zu finanzieren. Unterschreibe die Petition: https://act.gp/2IDhyMH #StopPipelines #PeopleOverPipelines",1825.0
136,2017-12-04 18:24:34,"Eine Jubelmeldung aus der Arktis! 🎉  Für die nächsten 16 Jahre ist die industrielle Fischerei in den internationalen Gewässern rund um den Nordpol verboten! DANKE an alle, die sich mit uns seit Jahren für den Schutz der Arktis einsetzen! Lies hier unseren Blog-Beitrag: http://act.gp/2iL3OZz",1600.0
59,2018-04-07 14:06:02,"Was können wir in unseren Hobbygärten machen, um Insektenvielfalt zu fördern? https://act.gp/2uPOv6X",1564.0
358,2017-04-28 21:55:22,"Schluss mit dreckigen Pipeline-Geschäften! Die Credit Suisse spielt eine Schlüsselrolle bei der Finanzierung der Dakota Access Öl-Pipeline bzw. deren Bau- und Betreiberfirmen. Greenpeace-AktivistInnen haben heute auf spektakuläre Art und Weise dafür gesorgt, dass die Botschaft bei der Grossbank und deren AktionärInnen ankommt! #NoDAPL #DeFundDAPL Weitere Infos zur Aktion findest du hier: http://act.gp/2pterRC",1429.0
314,2017-06-14 19:31:12,Unsere Rainbow Warrior ist im Mittelmeer auf ihre zweimonatige Tour gestartet. Die Mission: Das Mittelmeer von Plastik zu befreien! Bist du mit dabei? http://act.gp/Plastik,1389.0
329,2017-05-25 18:56:30,😱 In 24h wird die Klimaklage eingereicht! Beteilige dich und unterstütze jetzt die Seniorinnen auf: www.klimaklage.ch,1387.0
419,2017-02-20 15:40:56,"Dear President Donald J. Trump. We totally understand America is first - but can we just say, let's make Planet Earth the hottest thing in the universe? #EverySecondCounts It's great.",1285.0
