,created_time,message,success
930,2017-06-24 00:32:28,Offiziell bestätigt!!! Er wird gebaut!!,4592.0
1162,2017-02-08 00:16:02,Das hatte sich der Senat in Hamburg für den Hauptbahnhof sicherlich ganz anders vorgestellt,2068.0
1103,2017-03-14 00:00:00,"Der erste Solarradweg, der 2014 in der Nähe von Amsterdam gebaut wurde, hat die Erwartungen übertroffen und damit sogar die Ingenieure überrascht",1328.0
832,2017-08-19 20:02:27,"Wow, das nennen wir mal eine Ankündigung!",937.0
252,2018-04-27 15:04:28,Feiertag!!,892.0
965,2017-06-03 12:41:31,"Acht, zehn oder mehr Stunden im Büro  an fünf Tagen in der Woche? Das ist heute für viele Menschen kein erstrebenswertes Lebensmodell mehr. Wir stellen acht Unternehmen vor, die es anders machen",866.0
971,2017-05-30 13:09:02,"Das Minihaus von Wohnwagon ist für alle, die ihr Haus beim nächsten Umzug gleich mitnehmen wollen",779.0
392,2018-03-16 12:30:00,Die heilende Wirkung der Natur ➡ http://bit.ly/2FCM38U,713.0
595,2018-01-11 14:51:02,Kluge Gedanken überdauern eben ihre Zeit. Unbedingt anschauen!,712.0
847,2017-08-13 13:01:38,Unser Doku-Tipp für den Sonntag: Wie der weltweite Abbau von Sand zu einer ökologischen Katastrophe wird,665.0
